sep=;
Time;cpu/usage_rate.sum;cpu/request.sum;performance.gold.users
2019-08-05T11:19:57.000Z;null;null;undefined
2019-08-05T11:19:57.500Z;null;null;undefined
2019-08-05T11:19:58.000Z;null;null;undefined
2019-08-05T11:19:58.500Z;null;null;undefined
2019-08-05T11:19:59.000Z;null;null;undefined
2019-08-05T11:19:59.500Z;null;null;undefined
2019-08-05T11:20:00.000Z;1463;1500;undefined
2019-08-05T11:20:00.500Z;null;null;undefined
2019-08-05T11:20:01.000Z;null;null;undefined
2019-08-05T11:20:01.500Z;null;null;undefined
2019-08-05T11:20:02.000Z;null;null;undefined
2019-08-05T11:20:02.500Z;null;null;undefined
2019-08-05T11:20:03.000Z;null;null;undefined
2019-08-05T11:20:03.500Z;null;null;undefined
2019-08-05T11:20:04.000Z;null;null;undefined
2019-08-05T11:20:04.500Z;null;null;undefined
2019-08-05T11:20:05.000Z;null;null;undefined
2019-08-05T11:20:05.500Z;null;null;undefined
2019-08-05T11:20:06.000Z;null;null;undefined
2019-08-05T11:20:06.500Z;null;null;undefined
2019-08-05T11:20:07.000Z;null;null;undefined
2019-08-05T11:20:07.500Z;null;null;undefined
2019-08-05T11:20:08.000Z;null;null;undefined
2019-08-05T11:20:08.500Z;null;null;undefined
2019-08-05T11:20:09.000Z;null;null;undefined
2019-08-05T11:20:09.500Z;null;null;undefined
2019-08-05T11:20:10.000Z;null;null;undefined
2019-08-05T11:20:10.500Z;null;null;undefined
2019-08-05T11:20:11.000Z;null;null;undefined
2019-08-05T11:20:11.500Z;null;null;undefined
2019-08-05T11:20:12.000Z;null;null;undefined
2019-08-05T11:20:12.500Z;null;null;undefined
2019-08-05T11:20:13.000Z;null;null;undefined
2019-08-05T11:20:13.500Z;null;null;undefined
2019-08-05T11:20:14.000Z;null;null;undefined
2019-08-05T11:20:14.500Z;null;null;undefined
2019-08-05T11:20:15.000Z;1478;1500;undefined
2019-08-05T11:20:15.500Z;null;null;undefined
2019-08-05T11:20:16.000Z;null;null;undefined
2019-08-05T11:20:16.500Z;null;null;undefined
2019-08-05T11:20:17.000Z;null;null;undefined
2019-08-05T11:20:17.500Z;null;null;undefined
2019-08-05T11:20:18.000Z;null;null;undefined
2019-08-05T11:20:18.500Z;null;null;undefined
2019-08-05T11:20:19.000Z;null;null;undefined
2019-08-05T11:20:19.500Z;null;null;undefined
2019-08-05T11:20:20.000Z;null;null;undefined
2019-08-05T11:20:20.500Z;null;null;undefined
2019-08-05T11:20:21.000Z;null;null;undefined
2019-08-05T11:20:21.500Z;null;null;undefined
2019-08-05T11:20:22.000Z;null;null;undefined
2019-08-05T11:20:22.500Z;null;null;undefined
2019-08-05T11:20:23.000Z;null;null;undefined
2019-08-05T11:20:23.500Z;null;null;undefined
2019-08-05T11:20:24.000Z;null;null;undefined
2019-08-05T11:20:24.500Z;null;null;undefined
2019-08-05T11:20:25.000Z;null;null;undefined
2019-08-05T11:20:25.500Z;null;null;undefined
2019-08-05T11:20:26.000Z;null;null;undefined
