sep=;
Time;cpu/usage_rate.sum;cpu/request.sum;performance.gold.users
2019-08-05T22:09:09.000Z;undefined;null;undefined
2019-08-05T22:09:10.000Z;undefined;null;undefined
2019-08-05T22:09:11.000Z;undefined;null;undefined
2019-08-05T22:09:12.000Z;undefined;null;undefined
2019-08-05T22:09:13.000Z;undefined;null;undefined
2019-08-05T22:09:14.000Z;undefined;null;undefined
2019-08-05T22:09:15.000Z;undefined;500;undefined
2019-08-05T22:09:16.000Z;undefined;null;undefined
2019-08-05T22:09:17.000Z;undefined;null;undefined
2019-08-05T22:09:18.000Z;undefined;null;undefined
2019-08-05T22:09:19.000Z;undefined;null;undefined
2019-08-05T22:09:20.000Z;undefined;null;undefined
2019-08-05T22:09:21.000Z;undefined;null;undefined
2019-08-05T22:09:22.000Z;undefined;null;undefined
2019-08-05T22:09:23.000Z;undefined;null;undefined
2019-08-05T22:09:24.000Z;undefined;null;undefined
2019-08-05T22:09:25.000Z;undefined;null;undefined
2019-08-05T22:09:26.000Z;undefined;null;undefined
2019-08-05T22:09:27.000Z;undefined;null;undefined
2019-08-05T22:09:28.000Z;undefined;null;undefined
2019-08-05T22:09:29.000Z;undefined;null;undefined
2019-08-05T22:09:30.000Z;undefined;500;undefined
2019-08-05T22:09:31.000Z;undefined;null;undefined
2019-08-05T22:09:32.000Z;undefined;null;undefined
2019-08-05T22:09:33.000Z;undefined;null;undefined
2019-08-05T22:09:34.000Z;undefined;null;undefined
2019-08-05T22:09:35.000Z;undefined;null;undefined
2019-08-05T22:09:36.000Z;undefined;null;undefined
2019-08-05T22:09:37.000Z;undefined;null;undefined
2019-08-05T22:09:38.000Z;undefined;null;undefined
